Sr.No,Smiles,Solvent,AbsorptioMax (nm),EmissionMax (nm),Fluorescent labeling,Total Molweight,cLogP,cLogS,H-Acceptors,H-Donors,Weiner
13553,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccccc5)cc4c4cc(-c5ccccc5)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1CCOCC,CCOCC,330,386,Yes,634.864,13.236,-16.965,2,0,8515
13554,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccccc5)cc4c4cc(-c5ccccc5)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1CCOC(C)=O,CCOC(C)=O,329,388,Yes,634.864,13.236,-16.965,2,0,8515
13555,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccccc5)cc4c4cc(-c5ccccc5)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1C1CCOC1,C1CCOC1,331,389,Yes,634.864,13.236,-16.965,2,0,8515
13556,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccccc5)cc4c4cc(-c5ccccc5)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1ClCCl,ClCCl,330,390,Yes,634.864,13.236,-16.965,2,0,8515
13557,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccccc5)cc4c4cc(-c5ccccc5)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1CN(C)C=O,CN(C)C=O,331,392,Yes,634.864,13.236,-16.965,2,0,8515
13558,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccccc5)cc4c4cc(-c5ccccc5)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1CC#N,CC#N,329,391,Yes,634.864,13.236,-16.965,2,0,8515
13559,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccc6ccccc6c5)cc4c4cc(-c5ccc6ccccc6c5)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1CCCCCC,CCCCCC,337,392,Yes,734.984,15.624,-20.177,2,0,1.30E+04
13560,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccc6ccccc6c5)cc4c4cc(-c5ccc6ccccc6c5)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1Cc1ccccc1,Cc1ccccc1,339,397,Yes,734.984,15.624,-20.177,2,0,1.30E+04
13561,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccc6ccccc6c5)cc4c4cc(-c5ccc6ccccc6c5)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1C1COCCO1,C1COCCO1,338,397,Yes,734.984,15.624,-20.177,2,0,1.30E+04
13562,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccc6ccccc6c5)cc4c4cc(-c5ccc6ccccc6c5)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1CCN(CC)CC,CCN(CC)CC,337,393,Yes,734.984,15.624,-20.177,2,0,1.30E+04
13563,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccc6ccccc6c5)cc4c4cc(-c5ccc6ccccc6c5)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1ClC=C(Cl)Cl,ClC=C(Cl)Cl,340,398,Yes,734.984,15.624,-20.177,2,0,1.30E+04
13564,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccc6ccccc6c5)cc4c4cc(-c5ccc6ccccc6c5)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1CCCCOCCCC,CCCCOCCCC,339,394,Yes,734.984,15.624,-20.177,2,0,1.30E+04
13565,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccc6ccccc6c5)cc4c4cc(-c5ccc6ccccc6c5)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1CCOCC,CCOCC,335,393,Yes,734.984,15.624,-20.177,2,0,1.30E+04
13566,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccc6ccccc6c5)cc4c4cc(-c5ccc6ccccc6c5)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1CCOC(C)=O,CCOC(C)=O,335,396,Yes,734.984,15.624,-20.177,2,0,1.30E+04
13567,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccc6ccccc6c5)cc4c4cc(-c5ccc6ccccc6c5)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1C1CCOC1,C1CCOC1,338,398,Yes,734.984,15.624,-20.177,2,0,1.30E+04
13568,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccc6ccccc6c5)cc4c4cc(-c5ccc6ccccc6c5)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1ClCCl,ClCCl,338,405,Yes,734.984,15.624,-20.177,2,0,1.30E+04
13569,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccc6ccccc6c5)cc4c4cc(-c5ccc6ccccc6c5)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1CN(C)C=O,CN(C)C=O,339,417,Yes,734.984,15.624,-20.177,2,0,1.30E+04
13570,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccc6ccccc6c5)cc4c4cc(-c5ccc6ccccc6c5)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1CC#N,CC#N,334,413,Yes,734.984,15.624,-20.177,2,0,1.30E+04
13571,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5cccc6ccccc56)cc4c4cc(-c5cccc6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1CCCCCC,CCCCCC,326,381,Yes,734.984,15.624,-20.177,2,0,1.27E+04
13572,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5cccc6ccccc56)cc4c4cc(-c5cccc6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1Cc1ccccc1,Cc1ccccc1,328,385,Yes,734.984,15.624,-20.177,2,0,1.27E+04
13573,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5cccc6ccccc56)cc4c4cc(-c5cccc6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1C1COCCO1,C1COCCO1,326,385,Yes,734.984,15.624,-20.177,2,0,1.27E+04
13574,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5cccc6ccccc56)cc4c4cc(-c5cccc6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1CCN(CC)CC,CCN(CC)CC,325,382,Yes,734.984,15.624,-20.177,2,0,1.27E+04
13575,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5cccc6ccccc56)cc4c4cc(-c5cccc6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1ClC=C(Cl)Cl,ClC=C(Cl)Cl,327,386,Yes,734.984,15.624,-20.177,2,0,1.27E+04
13576,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5cccc6ccccc56)cc4c4cc(-c5cccc6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1CCCCOCCCC,CCCCOCCCC,327,383,Yes,734.984,15.624,-20.177,2,0,1.27E+04
13577,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5cccc6ccccc56)cc4c4cc(-c5cccc6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1CCOCC,CCOCC,325,382,Yes,734.984,15.624,-20.177,2,0,1.27E+04
13578,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5cccc6ccccc56)cc4c4cc(-c5cccc6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1CCOC(C)=O,CCOC(C)=O,324,385,Yes,734.984,15.624,-20.177,2,0,1.27E+04
13579,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5cccc6ccccc56)cc4c4cc(-c5cccc6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1C1CCOC1,C1CCOC1,325,386,Yes,734.984,15.624,-20.177,2,0,1.27E+04
13580,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5cccc6ccccc56)cc4c4cc(-c5cccc6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1ClCCl,ClCCl,325,388,Yes,734.984,15.624,-20.177,2,0,1.27E+04
13581,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5cccc6ccccc56)cc4c4cc(-c5cccc6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1CN(C)C=O,CN(C)C=O,327,394,Yes,734.984,15.624,-20.177,2,0,1.27E+04
13582,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5cccc6ccccc56)cc4c4cc(-c5cccc6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1CC#N,CC#N,323,391,Yes,734.984,15.624,-20.177,2,0,1.27E+04
13583,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5cc6ccccc6c6ccccc56)cc4c4cc(-c5cc6ccccc6c6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1CCCCCC,CCCCCC,325,382,Yes,835.104,18.013,-23.389,2,0,1.78E+04
13584,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5cc6ccccc6c6ccccc56)cc4c4cc(-c5cc6ccccc6c6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1Cc1ccccc1,Cc1ccccc1,327,385,Yes,835.104,18.013,-23.389,2,0,1.78E+04
13585,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5cc6ccccc6c6ccccc56)cc4c4cc(-c5cc6ccccc6c6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1C1COCCO1,C1COCCO1,325,386,Yes,835.104,18.013,-23.389,2,0,1.78E+04
13586,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5cc6ccccc6c6ccccc56)cc4c4cc(-c5cc6ccccc6c6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1CCN(CC)CC,CCN(CC)CC,325,384,Yes,835.104,18.013,-23.389,2,0,1.78E+04
13587,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5cc6ccccc6c6ccccc56)cc4c4cc(-c5cc6ccccc6c6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1ClC=C(Cl)Cl,ClC=C(Cl)Cl,327,388,Yes,835.104,18.013,-23.389,2,0,1.78E+04
13588,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5cc6ccccc6c6ccccc56)cc4c4cc(-c5cc6ccccc6c6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1CCCCOCCCC,CCCCOCCCC,326,384,Yes,835.104,18.013,-23.389,2,0,1.78E+04
13589,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5cc6ccccc6c6ccccc56)cc4c4cc(-c5cc6ccccc6c6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1CCOCC,CCOCC,234,384,Yes,835.104,18.013,-23.389,2,0,1.78E+04
13590,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5cc6ccccc6c6ccccc56)cc4c4cc(-c5cc6ccccc6c6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1CCOC(C)=O,CCOC(C)=O,324,388,Yes,835.104,18.013,-23.389,2,0,1.78E+04
13591,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5cc6ccccc6c6ccccc56)cc4c4cc(-c5cc6ccccc6c6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1C1CCOC1,C1CCOC1,325,388,Yes,835.104,18.013,-23.389,2,0,1.78E+04
13592,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5cc6ccccc6c6ccccc56)cc4c4cc(-c5cc6ccccc6c6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1ClCCl,ClCCl,328,404,Yes,835.104,18.013,-23.389,2,0,1.78E+04
13593,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5cc6ccccc6c6ccccc56)cc4c4cc(-c5cc6ccccc6c6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1CN(C)C=O,CN(C)C=O,328,404,Yes,835.104,18.013,-23.389,2,0,1.78E+04
13594,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5cc6ccccc6c6ccccc56)cc4c4cc(-c5cc6ccccc6c6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1CC#N,CC#N,324,405,Yes,835.104,18.013,-23.389,2,0,1.78E+04
13595,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5c6ccccc6cc6ccccc56)cc4c4cc(-c5c6ccccc6cc6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1CCCCCC,CCCCCC,366,419,Yes,835.104,18.013,-23.389,2,0,1.74E+04
13596,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5c6ccccc6cc6ccccc56)cc4c4cc(-c5c6ccccc6cc6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1Cc1ccccc1,Cc1ccccc1,369,428,Yes,835.104,18.013,-23.389,2,0,1.74E+04
13597,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5c6ccccc6cc6ccccc56)cc4c4cc(-c5c6ccccc6cc6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1C1COCCO1,C1COCCO1,369,429,Yes,835.104,18.013,-23.389,2,0,1.74E+04
13598,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5c6ccccc6cc6ccccc56)cc4c4cc(-c5c6ccccc6cc6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1CCN(CC)CC,CCN(CC)CC,367,421,Yes,835.104,18.013,-23.389,2,0,1.74E+04
13599,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5c6ccccc6cc6ccccc56)cc4c4cc(-c5c6ccccc6cc6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1ClC=C(Cl)Cl,ClC=C(Cl)Cl,370,429,Yes,835.104,18.013,-23.389,2,0,1.74E+04
13600,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5c6ccccc6cc6ccccc56)cc4c4cc(-c5c6ccccc6cc6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1CCCCOCCCC,CCCCOCCCC,367,424,Yes,835.104,18.013,-23.389,2,0,1.74E+04
13601,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5c6ccccc6cc6ccccc56)cc4c4cc(-c5c6ccccc6cc6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1CCOCC,CCOCC,366,424,Yes,835.104,18.013,-23.389,2,0,1.74E+04
13602,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5c6ccccc6cc6ccccc56)cc4c4cc(-c5c6ccccc6cc6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1CCOC(C)=O,CCOC(C)=O,367,429,Yes,835.104,18.013,-23.389,2,0,1.74E+04
13603,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5c6ccccc6cc6ccccc56)cc4c4cc(-c5c6ccccc6cc6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1C1CCOC1,C1CCOC1,368,428,Yes,835.104,18.013,-23.389,2,0,1.74E+04
13604,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5c6ccccc6cc6ccccc56)cc4c4cc(-c5c6ccccc6cc6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1ClCCl,ClCCl,370,442,Yes,835.104,18.013,-23.389,2,0,1.74E+04
13605,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5c6ccccc6cc6ccccc56)cc4c4cc(-c5c6ccccc6cc6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1CN(C)C=O,CN(C)C=O,369,451,Yes,835.104,18.013,-23.389,2,0,1.74E+04
13606,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5c6ccccc6cc6ccccc56)cc4c4cc(-c5c6ccccc6cc6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1CC#N,CC#N,367,455,Yes,835.104,18.013,-23.389,2,0,1.74E+04
13607,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccc6ccc7cccc8ccc5c6c78)cc4c4cc(-c5ccc6ccc7cccc8ccc5c6c78)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1CCCCCC,CCCCCC,345,428,Yes,883.148,19.296,-25.877,2,0,2.11E+04
13608,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccc6ccc7cccc8ccc5c6c78)cc4c4cc(-c5ccc6ccc7cccc8ccc5c6c78)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1Cc1ccccc1,Cc1ccccc1,350,433,Yes,883.148,19.296,-25.877,2,0,2.11E+04
13609,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccc6ccc7cccc8ccc5c6c78)cc4c4cc(-c5ccc6ccc7cccc8ccc5c6c78)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1C1COCCO1,C1COCCO1,346,432,Yes,883.148,19.296,-25.877,2,0,2.11E+04
13610,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccc6ccc7cccc8ccc5c6c78)cc4c4cc(-c5ccc6ccc7cccc8ccc5c6c78)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1CCN(CC)CC,CCN(CC)CC,345,428,Yes,883.148,19.296,-25.877,2,0,2.11E+04
13611,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccc6ccc7cccc8ccc5c6c78)cc4c4cc(-c5ccc6ccc7cccc8ccc5c6c78)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1ClC=C(Cl)Cl,ClC=C(Cl)Cl,349,437,Yes,883.148,19.296,-25.877,2,0,2.11E+04
13612,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccc6ccc7cccc8ccc5c6c78)cc4c4cc(-c5ccc6ccc7cccc8ccc5c6c78)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1CCCCOCCCC,CCCCOCCCC,345,427,Yes,883.148,19.296,-25.877,2,0,2.11E+04
13613,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccc6ccc7cccc8ccc5c6c78)cc4c4cc(-c5ccc6ccc7cccc8ccc5c6c78)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1CCOCC,CCOCC,346,432,Yes,883.148,19.296,-25.877,2,0,2.11E+04
13614,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccc6ccc7cccc8ccc5c6c78)cc4c4cc(-c5ccc6ccc7cccc8ccc5c6c78)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1CCOC(C)=O,CCOC(C)=O,345,440,Yes,883.148,19.296,-25.877,2,0,2.11E+04
13615,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccc6ccc7cccc8ccc5c6c78)cc4c4cc(-c5ccc6ccc7cccc8ccc5c6c78)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1C1CCOC1,C1CCOC1,346,442,Yes,883.148,19.296,-25.877,2,0,2.11E+04
13616,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccc6ccc7cccc8ccc5c6c78)cc4c4cc(-c5ccc6ccc7cccc8ccc5c6c78)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1ClCCl,ClCCl,348,450,Yes,883.148,19.296,-25.877,2,0,2.11E+04
13617,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccc6ccc7cccc8ccc5c6c78)cc4c4cc(-c5ccc6ccc7cccc8ccc5c6c78)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1CN(C)C=O,CN(C)C=O,348,459,Yes,883.148,19.296,-25.877,2,0,2.11E+04
13618,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccc6ccc7cccc8ccc5c6c78)cc4c4cc(-c5ccc6ccc7cccc8ccc5c6c78)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1CC#N,CC#N,347,460,Yes,883.148,19.296,-25.877,2,0,2.11E+04
13619,CC(C)(C)c1ccc(-c2nc3c4ccccc4c4ccccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1CC(C)(C)c1ccc(-c2nc3c4ccccc4c4ccccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,CC(C)(C)c1ccc(-c2nc3c4ccccc4c4ccccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,366,396,Yes,482.669,9.9172,-12.793,2,0,3955
13620,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccccc5)cc4c4cc(-c5ccccc5)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccccc5)cc4c4cc(-c5ccccc5)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccccc5)cc4c4cc(-c5ccccc5)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,383,420,Yes,634.864,13.236,-16.965,2,0,8515
13621,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccc6ccccc6c5)cc4c4cc(-c5ccc6ccccc6c5)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccc6ccccc6c5)cc4c4cc(-c5ccc6ccccc6c5)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccc6ccccc6c5)cc4c4cc(-c5ccc6ccccc6c5)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,387,432,Yes,734.984,15.624,-20.177,2,0,1.30E+04
13622,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5cccc6ccccc56)cc4c4cc(-c5cccc6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1CC(C)(C)c1ccc(-c2nc3c4ccc(-c5cccc6ccccc56)cc4c4cc(-c5cccc6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5cccc6ccccc56)cc4c4cc(-c5cccc6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,378,412,Yes,734.984,15.624,-20.177,2,0,1.27E+04
13623,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5cc6ccccc6c6ccccc56)cc4c4cc(-c5cc6ccccc6c6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1CC(C)(C)c1ccc(-c2nc3c4ccc(-c5cc6ccccc6c6ccccc56)cc4c4cc(-c5cc6ccccc6c6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5cc6ccccc6c6ccccc56)cc4c4cc(-c5cc6ccccc6c6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,379,412,Yes,835.104,18.013,-23.389,2,0,1.78E+04
13624,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5c6ccccc6cc6ccccc56)cc4c4cc(-c5c6ccccc6cc6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1CC(C)(C)c1ccc(-c2nc3c4ccc(-c5c6ccccc6cc6ccccc56)cc4c4cc(-c5c6ccccc6cc6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5c6ccccc6cc6ccccc56)cc4c4cc(-c5c6ccccc6cc6ccccc56)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,391,456,Yes,835.104,18.013,-23.389,2,0,1.74E+04
13625,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccc6ccc7cccc8ccc5c6c78)cc4c4cc(-c5ccc6ccc7cccc8ccc5c6c78)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccc6ccc7cccc8ccc5c6c78)cc4c4cc(-c5ccc6ccc7cccc8ccc5c6c78)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccc6ccc7cccc8ccc5c6c78)cc4c4cc(-c5ccc6ccc7cccc8ccc5c6c78)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,356,468,Yes,883.148,19.296,-25.877,2,0,2.11E+04
13626,c1ccc(N(c2ccccc2)c2ccc(-c3ccc4c(c3)C3(c5cc(-c6ccc(N(c7ccccc7)c7ccccc7)cc6)ccc5-4)c4ccccc4N(c4ccccc4)c4ccccc43)cc2)cc1ClCCl,ClCCl,372,451,Yes,894.131,15.411,-26.032,3,0,2.33E+04
13627,c1ccc(N(c2ccccc2)c2ccc(-c3ccc4c(c3)C3(c5ccccc5Oc5ccccc53)c3cc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)ccc3-4)cc2)cc1ClCCl,ClCCl,372,457,Yes,819.017,14.667,-24.153,3,0,1.90E+04
13628,c1ccc(N(c2ccccc2)c2ccc(-c3ccc4c(c3)C3(c5cc(-c6ccc(N(c7ccccc7)c7ccccc7)cc6)ccc5O4)c4ccccc4-c4ccccc43)cc2)cc1ClCCl,ClCCl,345,419,Yes,819.017,14.667,-24.153,3,0,1.91E+04
13629,O=S1(=O)c2ccccc2C2(c3cc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)ccc3-c3ccc(-c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc32)c2ccccc21ClCCl,ClCCl,380,460,Yes,867.082,13.51,-23.392,4,0,2.02E+04
13630,O=S1(=O)c2ccccc2C2(c3cc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)ccc3-c3ccc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)cc32)c2ccccc21ClCCl,ClCCl,346,427,Yes,863.051,13.959,-25.67,4,0,2.02E+04
13631,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(-c2ccc3c(c2)C2(c4cc(-c5ccc(-n6c7ccc(C(C)(C)C)cc7c7cc(C(C)(C)C)ccc76)cc5)ccc4-3)c3ccccc3S(=O)(=O)c3ccccc32)cc1ClCCl,ClCCl,353,449,Yes,1087.48,20.287,-30.31,4,0,3.77E+04
13632,c1ccc(N(c2ccccc2)c2ccc(-c3ccc4c(c3)C3(c5ccccc5Sc5ccccc53)c3cc(-c5ccc(N(c6ccccc6)c6ccccc6)cc5)ccc3-4)cc2)cc1ClCCl,ClCCl,375,457,Yes,835.084,15.059,-23.642,2,0,1.90E+04
13633,CN(C)c1ccc(-c2ccc(-c3cc(-c4ccccc4)c(-c4ccccc4)c(-c4ccccc4)c3-c3ccccc3)nc2)cc1ClC(Cl)Cl,ClC(Cl)Cl,332,429,Yes,578.757,10.601,-13.065,2,0,6784
13634,CN(C)c1ccc(-c2ccc(-c3cc(-c4ccccc4)c(-c4ccccc4)c(-c4ccccc4)c3-c3ccccc3)cc2)cc1ClC(Cl)Cl,ClC(Cl)Cl,323,373,Yes,577.769,11.511,-14.168,1,0,6784
13635,CN(C)c1ccc(-c2ccc(-c3cc(-c4ccccc4)c(-c4ccccc4)c(-c4ccccc4)c3-c3ccccc3)s2)cc1ClC(Cl)Cl,ClC(Cl)Cl,362,419,Yes,583.797,11.774,-14.11,1,0,6206
13636,COc1cc(-c2cc(-c3ccccc3)c(-c3ccccc3)c(-c3ccccc3)c2-c2ccccc2)c(OC)cc1-c1ccc(N(C)C)cc1ClC(Cl)Cl,ClC(Cl)Cl,329,396,Yes,637.821,11.371,-14.204,3,0,8066
13637,O=c1c2ccccc2n(-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)c2ccccc12ClCCl,ClCCl,394,408,Yes,514.626,8.3647,-13.068,3,0,5790
